Class,Lon,Lat,B10,B11,B1,B2,B3,B4,B5,NO2_column_number_density,B6,B7,sr_aerosol,system:index
industry,-117.2315752,33.83892305,3126.990667463722,3080.376484877665,626.4645723803427,801.4606299253694,1201.5904475116224,1506.5462151379936,2361.643316747511,8.825966410167518E-5,2868.1203013285563,2234.8539771524042,126.88157306663973,91_0
industry,-117.2229063,33.83892305,3126.7897675249856,3080.1626491988372,628.1695464378431,803.4866866900792,1204.1014284686282,1509.1418280475211,2361.5113253244367,8.815121281857626E-5,2866.8612102874677,2235.59177596715,126.84118551608996,92_0
industry,-117.2193873,33.83885176,3126.7081519248736,3080.0757784543134,628.8621921487046,804.3097722507446,1205.121514482415,1510.1962957920196,2361.4577038088123,8.81071544848172E-5,2866.349704552024,2235.891506735642,126.82477807367911,93_0
industry,-117.2581828,33.8366417,3127.377075843237,3080.822316813225,619.4334984790602,793.1375391831486,1191.0170840535327,1494.681514692234,2358.84377803509,8.858031237851179E-5,2868.034747261491,2228.805877563845,127.13192681534504,94_0
industry,-117.2248804,33.81796078,3124.8121137873504,3078.355989775534,613.0079366231897,785.7415531479954,1179.9918786868761,1476.4896620555064,2335.1100462274185,8.805102684029798E-5,2834.573501932922,2204.4349207878713,127.8139325611888,95_0
industry,-117.2199023,33.81753292,3124.66941880569,3078.207770154876,613.8978193274268,786.8015215407306,1181.2970908961265,1477.7976518402631,2334.905677316489,8.798581948698922E-5,2833.709154626984,2204.7299944130373,127.78323291835052,96_0
industry,-117.2374976,33.84241627,3127.4667402366968,3080.8334235350885,627.7845123569163,802.9834548453241,1203.8382308521614,1510.1816586344482,2366.225728993341,8.835519111487552E-5,2874.5355247696857,2239.616200510142,126.74092178548908,97_0
industry,-117.2375834,33.83992113,3127.2327720377853,3080.6188589463136,626.0592056823054,800.9648663444605,1201.0869427955217,1506.4294012232344,2363.1161125870194,8.834067566836564E-5,2870.6934951425,2235.968112788152,126.85751867005689,98_0
industry,-117.2069418,33.83628523,3126.155019763029,3079.5252064910287,629.5003671966745,805.1025279109842,1205.840914864449,1509.9747560370852,2357.9703696115657,8.793232637510623E-5,2860.459883220441,2233.1149204434914,126.88052180014503,99_0
industry,-117.207371,33.83493064,3126.0384957079286,3079.420270703093,628.4594613655037,803.882816469907,1204.1973512150619,1507.7920458411418,2356.3276290322683,8.793131896314821E-5,2858.512300453207,2231.1336095905795,126.94095878621245,100_0
industry,-117.2048819,33.83614264,3126.111189831434,3079.478546866289,629.8764619622855,805.5494034975102,1206.3956190261376,1510.5508560171747,2357.951422828297,8.790863876134663E-5,2860.1984810297736,2233.2881772456763,126.87079733865176,101_0
industry,-117.1963847,33.8354297,3125.8336017569595,3079.1944909217686,631.0411850367067,806.94350237635,1208.04989958214,1511.9881910580941,2356.8933585927175,8.779575078667542E-5,2857.8147802490134,2232.941968528716,126.85937449532835,102_0
industry,-117.1971571,33.8320788,3125.5176742502213,3078.9078035775283,628.4747292292628,803.938166379375,1203.9885715804367,1506.5517785884276,2352.6850537426026,8.778593698901494E-5,2852.766076189508,2227.9272082497937,127.00729015501862,103_0
industry,-117.196728,33.83093803,3125.408462630986,3078.806811543142,627.7893919168631,803.1374112316555,1202.8930887396002,1505.0400084364828,2351.3882143392466,8.777642151662256E-5,2851.1453766424124,2226.435661945001,127.04984171835497,104_0
industry,-117.2223914,33.81753292,3124.730880397932,3078.273274165897,613.3296715698714,786.126896248843,1180.45116090275,1476.8927424011376,2334.834898793088,8.801930304880851E-5,2833.944350007171,2204.3655463398186,127.80589475647321,105_0
land,-117.2723448,33.83364732,3127.414425012867,3080.904402084004,614.469786048678,787.2789476762607,1183.4277560965697,1485.6535467353651,2354.9900360435076,8.873783134029665E-5,2865.0069099285556,2222.8283796256837,127.36404724888425,106_0
land,-117.2683108,33.83043894,3127.006511550265,3080.516296473416,612.9208030888001,785.4811302394518,1180.8535926503046,1481.740448794407,2350.630562260009,8.866709002239681E-5,2859.0800390500094,2218.1291056197438,127.51415214557339,107_0
land,-117.2711432,33.82302357,3126.3674406199893,3079.9398830342084,606.9920580810347,778.5332045914342,1171.4476256726725,1469.1490047888624,2340.818578361997,8.86589015090482E-5,2847.2400862391974,2206.299587513942,127.92519538104732,108_0
land,-117.2756064,33.82024264,3126.2039937349195,3079.804463586003,604.1172493572681,775.1536925912303,1166.952643606453,1463.4025815680275,2337.0956360816817,8.869578473668915E-5,2843.1291037212077,2201.4783110875765,128.10486007948597,109_0
land,-117.314831,33.84056274,3129.0894627745047,3082.587255188613,611.2281606744508,783.3326664218213,1179.3114857859487,1484.1882504619723,2365.2351245078016,8.931746193712893E-5,2883.184742053297,2230.4535032907324,127.1719478489182,110_0
land,-117.3101103,33.84177467,3129.082059400056,3082.5639516336355,612.997318354513,785.420303051507,1182.0217559928008,1487.4308633574567,2366.6801981774847,8.926340867247261E-5,2884.378003599929,2232.6539400947945,127.08510594419732,111_0
land,-117.3207533,33.8353584,3128.7240620281436,3082.271710940521,606.1569230337968,777.376935414552,1171.331968779213,1473.8010611807895,2357.9473047459787,8.935841842732878E-5,2874.7896501365844,2221.2721260176095,127.5188047131335,112_0
land,-117.3184359,33.83421769,3128.535266384859,3082.090056903745,605.6160700221086,776.7527051012102,1170.402465266189,1472.2823147976646,2355.9865013601857,8.931913904685762E-5,2872.0239962082746,2219.2185313938967,127.58979939142273,113_0
land,-117.2634184,33.82608962,3126.4759582585148,3080.0129621347755,610.769690231431,782.9817762120608,1177.3004121819697,1476.4158402155012,2344.891977469849,8.857978579110618E-5,2851.3491966525153,2211.895931326633,127.71091889041912,114_0
land,-117.250458,33.8254479,3126.1263037237213,3079.6482159032084,613.0425323015353,785.6882272466362,1180.6266717969318,1479.7375348957485,2344.316069608418,8.841502204818557E-5,2849.049131955736,2212.566146126909,127.64818478250682,115_0
land,-117.2515738,33.83172231,3126.7509986935256,3080.2249408368402,617.2830870841321,790.6458847312259,1187.4210882130324,1489.1204200909651,2352.42060366437,8.84661872028369E-5,2859.224579618133,2221.9656100946363,127.34260446633202,116_0
land,-117.2569811,33.8318649,3126.901775861185,3080.3816468853747,616.3882414516783,789.5793123900984,1186.1211398993273,1487.8595235259377,2352.7822465611443,8.853534069833875E-5,2860.3446434124785,2221.830514204736,127.3608396544769,117_0
land,-117.2487414,33.83257787,3126.7668683520424,3080.2303002065337,618.4087101226988,791.9726840898352,1189.1535675328062,1491.2293105074157,2353.472049873184,8.84373389068904E-5,2860.191125837754,2223.4793139125873,127.28608465452513,118_0
land,-117.2680533,33.82708784,3126.6860641811327,3080.2213163425886,610.6144409391077,782.7834705205612,1177.161027438213,1476.66138060598,2346.292532678752,8.864366410183738E-5,2853.6527328235234,2213.063658807599,127.68518030007762,119_0
land,-117.2713148,33.8415608,3128.175604258526,3081.599285661695,620.6052782651611,794.4619447253647,1193.2095275653976,1498.940179952801,2365.8820377684847,8.877463517906569E-5,2878.4236007238655,2235.7299894968523,126.92166405425421,120_0
nodevelop,-117.0494373,33.85794517,3124.4847917735674,3077.4464247103497,673.7152812666343,857.3955947308381,1272.245727349358,1584.7626221822934,2376.112317628427,8.60563277795545E-5,2861.6157214912587,2270.533401330892,125.74252140127274,121_0
nodevelop,-117.0434291,33.86250669,3124.7655944905277,3077.681682842405,677.529867888118,861.8778164012894,1278.1005452575791,1591.998888225955,2379.941222368135,8.60020781754281E-5,2865.246543908641,2275.5960927811093,125.66965721037387,122_0
nodevelop,-117.0362194,33.85937067,3124.3199261103814,3077.248815455057,677.1222567348166,861.4282641751503,1277.3114441782877,1590.2994308293485,2376.8613232765706,8.589585788582968E-5,2860.6639816079346,2272.7543211006555,125.7035065112702,123_0
nodevelop,-117.046519,33.85352596,3124.017452067164,3077.009133650199,671.7072184571608,855.0586860587483,1269.0374970836501,1580.2394171909555,2372.03818327149,8.599869624301823E-5,2856.471055583228,2266.093568323776,125.80152828559274,124_0
nodevelop,-117.037936,33.84853626,3123.368009406927,3076.385562470145,670.4809924095593,853.6572018209167,1266.9460214697438,1576.7087311019436,2367.3333135149096,8.586720224255877E-5,2849.8538816415225,2261.5028066379823,125.84677392346168,125_0
nodevelop,-117.0559604,33.84212051,3123.195778383817,3076.292158613217,663.1419832295342,845.0082905142646,1255.7930085638807,1563.474716640091,2361.9532289651183,8.606515152957117E-5,2845.968657445581,2253.3800240643486,126.00601093639608,126_0
nodevelop,-117.092696,33.85580687,3125.3323158362114,3078.373719170223,664.5180612237285,846.481155713579,1258.71124098979,1570.642739684362,2376.4759358106203,8.659501352794614E-5,2867.921257194284,2266.5433816855884,125.84493100730619,127_0
nodevelop,-117.1057422,33.85309829,3125.3681245841262,3078.453051293654,660.1773671410773,841.3561385098348,1252.1599822367573,1563.087108579437,2374.0779253873425,8.674770502540282E-5,2866.8495259152187,2262.389636151126,125.94168072450468,128_0
nodevelop,-117.1040256,33.84853626,3124.9272210018516,3078.044217567022,657.7702079333851,838.5469151113532,1248.329458176467,1557.806247069796,2369.6038214615596,8.670548920607085E-5,2861.3073771455506,2257.3318566250828,126.04469537999852,129_0
nodevelop,-117.1400745,33.83342283,3124.32287841559,3077.6165286813825,640.8943077590862,818.6766208951578,1222.4393286472402,1526.2717636646487,2354.063136844023,8.707742078338353E-5,2847.3007268585707,2235.469240498908,126.62789496895064,130_0
nodevelop,-117.1546657,33.82643552,3124.022953432908,3077.392331677151,633.5183980684683,809.9952375997859,1211.068641313178,1512.2481753714708,2346.579139761176,8.722349823329733E-5,2840.0685872851595,2225.20340660837,126.93647676018668,131_0
nodevelop,-117.1582706,33.82201469,3123.676180271055,3077.0878691651806,629.708350461867,805.5245750017896,1205.1107739149743,1504.5418580025596,2341.3805845110546,8.724577329883986E-5,2834.2345637603416,2218.7276852359178,127.11904647807688,132_0
nodevelop,-117.0102985,33.84126504,3122.0576230674715,3075.09215428956,671.5936892023735,855.0618472591611,1268.1758730920478,1575.9915182441578,2360.290654697115,8.54878131130142E-5,2838.1387779318648,2256.1454022289417,125.82521221195765,133_0
nodevelop,-117.0193965,33.8352765,3121.698498601305,3074.7959568090455,666.2730820299371,848.8077096172866,1260.0227586862513,1565.9725024663658,2355.163914043478,8.557232058766382E-5,2833.4105777909886,2249.26932629884,125.9242736265969,134_0
nodevelop,-117.0430858,33.83941149,3122.645562138033,3075.744098324115,664.0796790695763,846.1533730702463,1257.0176004394364,1563.9876661791786,2359.2422640112054,8.588977315609434E-5,2841.1421746051997,2251.5592892176173,125.99053790623381,135_0
ocean,-119.2303036,33.72433928,2951.5396593574046,2933.168745392394,819.1039283259221,837.5822107916872,873.3738889918377,887.7011891568686,1209.9832595912756,7.5818928318452E-5,1544.830554908418,1382.2188515157304,59.23136076435675,136_0
ocean,-119.2303036,33.37870554,2892.6408899352055,2882.0478142996053,1245.3787339730397,1230.601845920626,1175.4920012743587,1103.273685618747,1206.7761184505048,7.172774487911915E-5,1377.8121337072812,1295.309302743468,41.471561129527366,137_0
ocean,-118.9831112,33.2249027,2900.3647426445095,2889.241175987085,1545.5703554240563,1527.9346947282036,1460.773239912741,1406.3078001057654,1480.7839532514565,7.243765762935211E-5,1536.4222021326943,1381.9905048349701,40.98292820961425,138_0
ocean,-118.9474057,33.32364316,2903.809554067023,2891.852701078429,1266.1672775667832,1249.8793334278387,1181.950305081995,1119.8780564042622,1185.6252409256792,7.344680508537233E-5,1262.92403160169,1156.602325070901,46.36288788933439,139_0
ocean,-118.8238095,33.61461891,2938.9924825903563,2921.2486988712008,729.7154765804048,733.026366986533,706.2243000439631,678.3992147673405,819.7601819840543,7.82292389664324E-5,969.2668881014242,851.0679617188531,65.09567544956644,140_0
ocean,-118.9611386,33.79740838,2976.647034535481,2953.8517272362596,721.7424482638546,750.9391374114191,803.0816440052886,847.694159269917,1182.6817920009703,8.0277082423467E-5,1479.5897893684855,1244.3519888722803,71.7353554106195,141_0
ocean,-118.005328,33.17664005,2981.514737726712,2958.339542852605,887.3063175163807,912.3967928522046,936.6782468075226,940.7225877035979,1283.3471310591008,7.958928488361992E-5,1393.63056100783,1119.8989146843062,88.98019598190501,142_0
ocean,-119.3873781,33.61400435,2917.3015442150413,2903.5366067806826,911.9297478704372,914.0131468975655,912.9799415833905,876.3857966927501,1118.6945994032712,7.259768248237797E-5,1454.579845074023,1382.8440977238813,48.013898337661374,143_0
ocean,-119.3818849,33.47894719,2886.8731302701717,2876.709267074181,1020.8694816703918,1006.2562080689352,959.1102973232968,872.794956568946,998.6484182253043,7.10777585872329E-5,1273.2962666390267,1266.027628298073,40.83480623649796,144_0
ocean,-119.1099733,33.18521739,2894.756182755962,2884.567747213849,1721.6824174113076,1704.7418296489777,1642.5280468534706,1590.444674224374,1681.5954263332656,7.133016412104202E-5,1741.4325403103485,1550.5868914325354,36.57104624667588,145_0
ocean,-118.8902467,33.09552498,2901.1004352419473,2890.3217021182313,1832.0286153946681,1811.1281147504776,1739.229733113212,1695.5730405823113,1765.115534571492,7.199041601969674E-5,1776.078204927497,1579.506449378232,36.75211782596868,146_0
ocean,-119.00011,33.67573972,2946.7565246820072,2928.2547096599,768.3234089745255,780.0275526738731,785.596455438794,780.2533000654693,1010.2086891519776,7.757797806078878E-5,1251.2280348793477,1104.5955849256143,63.36118298106985,147_0
ocean,-118.6540407,33.77853356,2980.0250623864504,2955.468759414894,645.6644416180101,672.3120148736048,702.3831505133834,737.9190337059161,989.424311232671,8.368616932212647E-5,1191.8692635611883,945.7580982549207,80.00877186972411,148_0
ocean,-119.1291994,33.87436332,2991.655660121424,2967.7056420135887,738.6360478160052,778.8894382902856,869.6205546747697,948.2046179588706,1393.6214008930315,7.943574209669216E-5,1773.5295731428919,1497.2773672577368,71.11033486178293,149_0
ocean,-118.1019777,33.42853289,2990.15081597525,2964.4629945852816,604.2677820597742,637.5760902034256,675.4172753262461,679.0234726376789,1045.575611402608,8.183117876168008E-5,1159.3408134157598,880.1429448345477,99.40783146718503,150_0
open_space,-116.021821,33.16810043,3061.32232942836,3000.04055234967,1026.7580959942395,1224.784266014271,1670.125779805248,2049.0635092172565,2712.163794249901,8.231273312002588E-5,3212.5739679564504,2588.2462976782112,87.57971433416222,151_0
open_space,-116.2030954,33.23245099,3068.4820388141384,3013.146751453517,852.9350326592973,1048.330248386256,1481.7084673363552,1829.1722828987572,2548.044394260327,8.195989653715821E-5,3054.539940144715,2454.368478329924,95.0245535275221,152_0
open_space,-116.1481638,33.04846686,3052.7233432525472,2993.142717037083,934.3008721247795,1125.211185756773,1544.7141987017208,1876.1893905962283,2591.7290369100597,8.368198520962154E-5,3095.6065413490765,2491.155585904634,91.39090662655599,153_0
open_space,-116.0822458,32.9609394,3043.1884475439065,2980.204980210262,1030.869925362926,1219.4202809684089,1635.5405485592642,1967.4683975650155,2667.3469966546627,8.429305763860808E-5,3167.6030006224846,2558.635564466584,86.22569391110012,154_0
open_space,-115.9119577,32.9609394,3037.6164708390056,2969.2792215822383,1235.6899332844002,1425.6734036417608,1857.2935286140587,2225.6500445402053,2866.6855581092564,8.368081738327886E-5,3358.903252556089,2733.4805202738194,75.20812218536176,155_0
open_space,-115.8680124,32.99319646,3039.822409567142,2970.753095269327,1269.690553734279,1461.8361865920872,1901.442666207637,2284.848925935971,2908.412580369206,8.329413594614425E-5,3399.3691148845473,2767.2426727299226,73.78438336356376,156_0
open_space,-115.6318064,34.42341688,3144.6508482907966,3077.1732696988147,1555.5488519333608,1830.616396893081,2465.9765305399733,3063.67029112798,3552.174078759331,7.975545410896046E-5,3889.5948979745863,3422.548639535492,157.1739855674568,157_0
open_space,-115.5274362,34.25105354,3135.9804595274354,3067.2263017239934,1538.461013620624,1811.2613172735578,2445.7595873243163,3064.1707994417666,3565.8629138248484,7.986330208796008E-5,3943.253859135742,3411.644149462735,144.41373767703072,158_0
open_space,-115.3626413,34.3100598,3130.8189476698253,3059.1711108640184,1554.364107330672,1820.2555205925546,2432.29516606746,3024.839914753266,3515.7016901384336,7.984804745120026E-5,3853.993387829875,3348.03027871811,149.32815513861757,159_0
open_space,-115.2582712,34.15564828,3110.0680858531105,3037.758758241716,1480.6414448214487,1726.3812416009578,2287.668183059315,2845.5628446441888,3330.463496121598,7.987148998814764E-5,3681.690224211833,3154.285589918956,136.022280401984,160_0
open_space,-115.3681345,34.11472727,3117.0150944221427,3046.427106687984,1474.4719397014205,1728.5775107185248,2314.1536663144507,2897.584709729983,3389.105326627689,7.99071606509536E-5,3768.6309944246977,3215.3859984967876,133.62052142723738,161_0
open_space,-115.4285593,34.16019383,3125.68487583158,3055.7093958179466,1499.6799675240545,1762.6173506424154,2371.2163597897634,2972.479819549023,3467.734330253026,7.990584028579943E-5,3848.9977878136597,3297.900262471464,137.71856760011607,162_0
open_space,-115.5713815,34.19200587,3133.70243396114,3065.9478229949063,1477.3600517142756,1745.0022204263637,2364.7231651934158,2964.6187060582515,3461.995272683995,7.986388134588587E-5,3845.4547392048894,3305.0301625843003,141.12582510938506,163_0
open_space,-115.1813669,34.0419299,3089.8937772912413,3017.403007743438,1447.2769058379217,1675.7151782897324,2196.5190800487076,2733.427396178428,3221.4505444225697,7.98613698691849E-5,3589.1272147481855,3052.0344543049255,123.70426916594529,164_0
open_space,-115.1429148,32.98858903,3013.1253423917965,2940.547400397213,1625.4184440253089,1813.1509405502215,2299.2995302464683,2847.756484339531,3402.134185902336,8.048477094584914E-5,3940.6913757189645,3351.3982325114207,51.71544990007082,165_0
open_space,-115.1429148,32.88255178,3012.2073737768064,2938.767587834647,1683.3626814490958,1873.5692753903768,2374.582562223577,2927.743446608555,3486.7900373895804,8.061664386383883E-5,4030.3891712133086,3448.3018146233844,49.04227202852847,166_0
open_space,-115.0220651,32.91022593,3011.0596018654433,2941.036075640506,1628.2157817886218,1817.908346245395,2327.016345533807,2914.738113850079,3491.6191180651667,7.997110751124844E-5,4058.328237137704,3499.3571701772275,51.65194027309523,167_0
soil,-116.0594734,34.54947736,3154.6425029039033,3094.869299535868,1268.4194798138356,1523.0408669063174,2085.745195096888,2545.5313400582786,2948.9768043854274,7.945024480431592E-5,3252.4778824213367,2850.481157715273,167.6428603031109,168_0
soil,-116.0429939,34.55682913,3154.2587688388726,3094.3199770863025,1279.180461392166,1534.561337147093,2100.644591736887,2565.869897461782,2974.6591703921354,7.94229101687179E-5,3284.6438366196417,2876.8226514032094,167.03982812247546,169_0
soil,-116.0704597,34.53364055,3155.0179025929165,3095.193948450848,1262.1104384053872,1516.2064408525441,2075.975153369681,2531.72313684978,2928.9870767131147,7.951081896380612E-5,3220.9960646192358,2828.034833346583,168.44261730694754,170_0
soil,-116.0567268,34.54325611,3154.667738670224,3094.7529482874943,1271.0380292052487,1525.8079168554502,2088.6659904444687,2549.161671582527,2951.690922063219,7.94756817080581E-5,3251.3409101705984,2851.920141083533,167.83028637498703,171_0
soil,-115.8177742,34.55513263,3150.2905105672926,3086.678107411258,1433.1514957762581,1698.925752113911,2304.7524850346454,2839.9066497262615,3296.655806198132,7.944448740903543E-5,3629.555705502495,3189.7708855033848,162.70525484108614,172_0
soil,-115.8232674,34.55230504,3150.432539377474,3086.85946113682,1430.5034990821546,1696.1452410970737,2301.0885641298114,2834.8007463592353,3289.8262821496164,7.945628761499891E-5,3620.584284325359,3182.7085336245086,162.9423489973948,173_0
soil,-115.9310707,34.52119523,3152.7967921412132,3090.470907891729,1364.145701447098,1625.4989649737313,2210.8547478111605,2711.8538902511846,3136.7152019223436,7.9579664174492E-5,3436.9201392503596,3028.4483935354806,166.3955262284332,174_0
soil,-115.9338173,34.5104455,3153.001454055163,3090.5458025850835,1364.8212214643652,1626.2856692533903,2210.983351011471,2711.4164801360193,3133.269884187124,7.962471827731948E-5,3426.5733486926283,3023.2549415025164,166.91419128395555,175_0
soil,-116.083506,34.5251553,3155.3438529653863,3095.616871108805,1253.1997779090298,1506.60612322228,2063.3479387096318,2514.4288670206347,2906.708355949198,7.954226448042251E-5,3191.594378186195,2804.6840531374783,169.0034166086846,176_0
soil,-116.071833,34.52968087,3155.0881965237077,3095.229047895409,1261.4339200085756,1515.4571849249796,2074.719209956829,2529.8637476916265,2925.853227233262,7.95262564667297E-5,3215.0844739682466,2824.221186054898,168.61775044938256,177_0
soil,-116.0532936,34.5392969,3154.656697940014,3094.6343377765916,1273.6459423279298,1528.5792835643824,2091.808409248522,2553.2072918554313,2955.5313102342025,7.94907217812211E-5,3253.107607188205,2854.961233958059,167.91208685382566,178_0
soil,-116.040934,34.55230504,3154.281704982792,3094.2452565859676,1280.961329835012,1536.4477017148115,2102.6226491223015,2568.3136114941008,2976.4156040185053,7.94410620919308E-5,3283.6653137030316,2877.687953748729,167.179433214098,179_0
soil,-116.1020454,34.64217527,3154.3803249051703,3096.573064597458,1236.1807477856794,1489.4233493499369,2051.4183272773084,2503.179952439699,2920.2377260661347,7.909764086732234E-5,3279.9244815492125,2840.258229814593,165.16622322998273,180_0
soil,-115.8067879,34.55230504,3150.1419464295477,3086.3018701437527,1441.7931925525413,1708.2016147385523,2316.071758208343,2854.9192057983037,3313.487236810497,7.945743706661667E-5,3646.01999869164,3205.7360774022513,162.62247011469822,181_0
soil,-116.2723335,34.47875403,3157.237499867014,3100.5112588377087,1105.62883284581,1347.466738046886,1863.9540798462358,2249.466751901259,2601.617192130191,7.958947788337928E-5,2852.5982582833412,2502.042457810979,171.48756489704758,182_0
